200	0.005358275	0.006193374	0.007404152	0.008882199	0.010556768	0.012383794	0.014261298	0.016042252	0.017592367	0.018851049	0.019854774	0.020660087	0.021339198	0.021952095	0.0225069	0.022968913	0.023285172	0.023419909	0.02336883	0.023130758	0.022676185	0.021978941	0.021038736	0.019876929	0.018583403	0.01730207	0.01603117	0.014664259	0.013152407	0.011497736	0.009802624	0.008221424	0.006864769	0.005649477	0.004750401
201	0.011016859	0.012777955	0.015000544	0.017570039	0.020434537	0.02357933	0.026908824	0.03025028	0.033438836	0.036388421	0.039107198	0.041608244	0.043891204	0.045946316	0.047735811	0.049193298	0.050244881	0.050837925	0.050954142	0.050588409	0.04972215	0.048345257	0.046475903	0.044151777	0.041478651	0.038631942	0.03567053	0.032561331	0.029314311	0.025976392	0.02267601	0.019574992	0.016790511	0.014242445	0.012124712
202	0.011629378	0.013482095	0.015822861	0.018530108	0.021548856	0.024863143	0.028370417	0.031886871	0.03523846	0.03833525	0.041187211	0.043809231	0.046202076	0.048356439	0.050232949	0.051761691	0.052864689	0.053486431	0.053607741	0.053223249	0.052313099	0.050866267	0.048901574	0.04645846	0.043648641	0.040657733	0.037547298	0.03428083	0.030867478	0.027355893	0.023882372	0.020619047	0.017689919	0.015009222	0.012782497
203	0.012439567	0.014414521	0.016912663	0.019803254	0.023027222	0.026567037	0.030311298	0.034061801	0.037632291	0.040927464	0.043959407	0.046745227	0.049286964	0.051575728	0.053569923	0.055194964	0.056367482	0.05702812	0.057156471	0.056746835	0.05577772	0.054236931	0.052144149	0.04954112	0.046547573	0.043362758	0.040051806	0.036574026	0.032937804	0.02919407	0.025489313	0.022009148	0.018886587	0.016028636	0.01365606
204	0.013996888	0.016211337	0.019015908	0.022262658	0.025884777	0.029862039	0.034067216	0.038275489	0.042277132	0.045965847	0.049356803	0.052470601	0.055310902	0.057868899	0.060098362	0.061915603	0.063226872	0.06396538	0.064108254	0.063649137	0.062563569	0.060837358	0.058492094	0.055574191	0.052218764	0.04865097	0.044943218	0.041047918	0.036972993	0.032774368	0.028617591	0.02471326	0.021211502	0.018006275	0.015347018
205	0.014930093	0.017283808	0.020268725	0.023726086	0.027584188	0.031820942	0.036298691	0.040775676	0.045027946	0.048943018	0.052538714	0.055838479	0.058847679	0.061558186	0.063921288	0.065847986	0.067238351	0.068021104	0.068171912	0.067684055	0.066531162	0.064697564	0.062205636	0.059104204	0.055537998	0.051748445	0.047811757	0.043675306	0.039346009	0.034881865	0.030460148	0.026307444	0.022584435	0.019176527	0.016350908
206	0.01536523	0.017778719	0.020843885	0.02439627	0.02836153	0.032716433	0.037317391	0.041913554	0.046274067	0.050283957	0.053963222	0.057337552	0.060413971	0.06318542	0.065602369	0.06757353	0.068996155	0.069796803	0.069950449	0.069450245	0.068268781	0.066389347	0.063834198	0.060652747	0.056994831	0.053110556	0.049077153	0.044838624	0.040400625	0.03582088	0.031282413	0.027020549	0.023201277	0.019705164	0.016808363
207	0.016821764	0.019454257	0.022802719	0.026685844	0.031021557	0.035783903	0.040813655	0.045833909	0.05059142	0.054961065	0.058966522	0.06263766	0.065983814	0.068998679	0.071628674	0.07377421	0.075322916	0.076194257	0.076360822	0.075815194	0.074527078	0.072477513	0.069689948	0.066217472	0.06222529	0.057989275	0.05359256	0.048971892	0.044131969	0.039133636	0.034177808	0.029524543	0.025356306	0.021540725	0.018381444
208	0.019401288	0.022426045	0.026279925	0.030752239	0.035747394	0.041234897	0.047028888	0.052807313	0.058277314	0.063295225	0.067890338	0.072099175	0.075934388	0.079390344	0.082405966	0.084866821	0.086643459	0.087642769	0.087833053	0.087205856	0.085725935	0.083370601	0.080165726	0.076171215	0.071579329	0.066711106	0.061660595	0.05635271	0.050791332	0.045043579	0.039341641	0.033988432	0.029195359	0.024807927	0.021177894
209	0.025695275	0.029685707	0.034779073	0.040694069	0.047302696	0.054563906	0.062228757	0.06986709	0.077089817	0.083707342	0.089761085	0.095302263	0.100350138	0.104899423	0.108870167	0.112111437	0.114452032	0.115768279	0.116018031	0.115190228	0.113237811	0.110129584	0.105898102	0.100620726	0.094554706	0.088129494	0.081467003	0.07446509	0.067127042	0.059537308	0.052003809	0.044931816	0.03860267	0.032809392	0.028019967
