           1   2.67048761E+16
           2   5.34097523E+16
           3   8.01146263E+16
           4   1.06819505E+17
           5   1.33524383E+17
           6   1.60229253E+17
           7   1.86934122E+17
           8   2.13638992E+17
           9   2.40343862E+17
          10   2.67048731E+17
